date,year,month,month_name,day_of_week,age,age_group,gender,race,threat_level,flee,armed,armed_status,manner_of_death,signs_of_mental_illness,body_camera,state,city
2016-02-23,2016,2,February,Tuesday,26.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,True,False,AZ,Phoenix
2016-02-24,2016,2,February,Wednesday,16.0,<18,M,W,other,Not fleeing,knife,Armed,shot,True,False,MO,Blue Springs
2016-02-24,2016,2,February,Wednesday,58.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,True,False,CO,Bailey
2016-02-24,2016,2,February,Wednesday,27.0,26-35,M,H,other,Car,vehicle,Armed,shot,False,False,AZ,Phoenix
2016-02-24,2016,2,February,Wednesday,26.0,26-35,M,H,attack,Not fleeing,vehicle,Armed,shot,False,False,CA,Cerritos
2016-02-24,2016,2,February,Wednesday,21.0,18-25,M,B,undetermined,Car,unarmed,Unarmed/Unknown,shot,False,False,WI,East Troy
2016-02-25,2016,2,February,Thursday,37.0,36-45,M,W,attack,Foot,gun,Armed,shot,False,True,CO,Evans
2016-02-25,2016,2,February,Thursday,56.0,56-65,M,B,undetermined,Not fleeing,pole,Armed,shot,False,True,AL,Montgomery
2016-02-25,2016,2,February,Thursday,19.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,True,NV,Silver Springs
2016-02-25,2016,2,February,Thursday,38.0,36-45,M,B,attack,Not fleeing,gun,Armed,shot,True,False,KS,Hesston
2016-02-26,2016,2,February,Friday,18.0,18-25,M,B,other,Not fleeing,toy weapon,Armed,shot,True,False,VA,Roanoke
2016-02-26,2016,2,February,Friday,35.0,26-35,M,W,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,SD,Rapid Valley
2016-02-27,2016,2,February,Saturday,23.0,18-25,M,H,attack,Car,gun,Armed,shot,False,True,TX,San Antonio
2016-02-28,2016,2,February,Sunday,41.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,AL,Ashville
2016-02-28,2016,2,February,Sunday,44.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,True,False,SD,Rapid City
2016-02-29,2016,2,February,Monday,24.0,18-25,M,B,attack,Foot,gun,Armed,shot,False,False,NC,Raleigh
2016-03-01,2016,3,March,Tuesday,39.0,36-45,M,H,attack,Not fleeing,gun,Armed,shot,True,False,FL,Palm Bay
2016-03-01,2016,3,March,Tuesday,22.0,18-25,M,H,attack,Not fleeing,gun,Armed,shot,True,False,TX,Euless
2016-03-01,2016,3,March,Tuesday,37.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,MS,Gautier
2016-03-02,2016,3,March,Wednesday,36.0,36-45,M,W,other,Not fleeing,unarmed,Unarmed/Unknown,shot,True,False,MD,Bel Air
2016-03-02,2016,3,March,Wednesday,41.0,36-45,M,W,other,Not fleeing,knife,Armed,shot and Tasered,False,False,PA,Johnstown
2016-03-03,2016,3,March,Thursday,27.0,26-35,M,H,other,Car,knife,Armed,shot,False,False,AZ,Gilbert
2016-03-04,2016,3,March,Friday,66.0,66+,M,,undetermined,,undetermined,Unarmed/Unknown,shot,False,False,AR,Sims
2016-03-04,2016,3,March,Friday,30.0,26-35,M,W,undetermined,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,KY,East Berstadt
2016-03-05,2016,3,March,Saturday,34.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,True,False,NY,Cheektowaga
2016-03-05,2016,3,March,Saturday,22.0,18-25,M,W,other,Not fleeing,gun,Armed,shot,True,False,TX,Beaumont
2016-03-06,2016,3,March,Sunday,51.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,True,False,TX,Azle
2016-03-06,2016,3,March,Sunday,42.0,36-45,M,W,undetermined,Foot,unarmed,Unarmed/Unknown,shot,False,False,ND,Bismarck
2016-03-06,2016,3,March,Sunday,41.0,36-45,M,H,attack,Other,gun,Armed,shot,False,False,CA,South Gate
2016-03-07,2016,3,March,Monday,49.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,True,False,NY,Rochester
2016-03-07,2016,3,March,Monday,45.0,36-45,M,W,other,Not fleeing,knife,Armed,shot,False,False,CA,San Jose
2016-03-07,2016,3,March,Monday,45.0,36-45,M,W,undetermined,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,KS,Topeka
2016-03-07,2016,3,March,Monday,42.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,MT,Billings
2016-03-07,2016,3,March,Monday,41.0,36-45,M,H,other,Car,vehicle,Armed,shot,False,False,NM,Carlsbad
2016-03-08,2016,3,March,Tuesday,27.0,26-35,M,W,attack,Not fleeing,toy weapon,Armed,shot,True,False,FL,Tampa
2016-03-10,2016,3,March,Thursday,37.0,36-45,M,W,other,Not fleeing,toy weapon,Armed,shot,False,False,MS,Biloxi
2016-03-10,2016,3,March,Thursday,22.0,18-25,M,B,attack,Foot,toy weapon,Armed,shot,True,False,NV,Reno
2016-03-10,2016,3,March,Thursday,21.0,18-25,M,H,other,Foot,gun,Armed,shot,False,False,CA,Long Beach
2016-03-10,2016,3,March,Thursday,50.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,True,False,TX,Odessa
2016-03-10,2016,3,March,Thursday,23.0,18-25,M,H,attack,Car,vehicle,Armed,shot,False,False,CO,Colorado City
2016-03-11,2016,3,March,Friday,25.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,True,VA,Norfolk
2016-03-11,2016,3,March,Friday,51.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,True,True,KS,Rosalia
2016-03-11,2016,3,March,Friday,46.0,46-55,M,W,other,Not fleeing,knife,Armed,shot,True,False,IL,Clinton
2016-03-11,2016,3,March,Friday,23.0,18-25,M,H,attack,Foot,gun,Armed,shot,False,False,CA,Newark
2016-03-12,2016,3,March,Saturday,37.0,36-45,M,B,other,Foot,unarmed,Unarmed/Unknown,shot and Tasered,False,False,TX,Houston
2016-03-12,2016,3,March,Saturday,20.0,18-25,M,B,attack,Not fleeing,Taser,Armed,shot and Tasered,False,False,TX,Houston
2016-03-12,2016,3,March,Saturday,43.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,True,True,NC,Greensboro
2016-03-13,2016,3,March,Sunday,45.0,36-45,M,W,attack,Car,vehicle,Armed,shot,True,False,CA,Glendale
2016-03-13,2016,3,March,Sunday,16.0,<18,M,H,undetermined,Car,unarmed,Unarmed/Unknown,shot,False,False,TX,Addison
2016-03-13,2016,3,March,Sunday,30.0,26-35,M,W,other,Car,unarmed,Unarmed/Unknown,shot,False,True,TN,Lenoir City
2016-03-13,2016,3,March,Sunday,26.0,26-35,M,W,attack,Car,gun,Armed,shot,False,False,AL,Piedmont
2016-03-13,2016,3,March,Sunday,24.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,PA,Chester
2016-03-13,2016,3,March,Sunday,38.0,36-45,F,W,attack,Not fleeing,hammer,Armed,shot,False,False,WA,Vancouver
2016-03-13,2016,3,March,Sunday,28.0,26-35,M,B,other,Not fleeing,gun,Armed,shot,False,False,MD,Landover
2016-03-14,2016,3,March,Monday,29.0,26-35,M,B,attack,Foot,gun,Armed,shot,False,False,IL,Chicago
2016-03-15,2016,3,March,Tuesday,34.0,26-35,M,W,other,Foot,gun,Armed,shot,False,False,KY,Russellville
2016-03-15,2016,3,March,Tuesday,38.0,36-45,M,W,other,Car,knife,Armed,shot,False,True,IN,Evansville
2016-03-15,2016,3,March,Tuesday,43.0,36-45,M,W,other,Other,gun,Armed,shot,False,True,TX,Fort Worth
2016-03-16,2016,3,March,Wednesday,23.0,18-25,M,H,other,Not fleeing,unarmed,Unarmed/Unknown,shot,True,False,CA,Florence
2016-03-16,2016,3,March,Wednesday,33.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,True,False,TX,San Antonio
2016-03-16,2016,3,March,Wednesday,40.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,True,False,NC,Anson County
2016-03-17,2016,3,March,Thursday,38.0,36-45,M,A,other,Not fleeing,gun,Armed,shot,True,True,MN,Burnsville
2016-03-17,2016,3,March,Thursday,53.0,46-55,M,A,attack,Not fleeing,gun,Armed,shot,False,False,FL,Tampa
2016-03-17,2016,3,March,Thursday,29.0,26-35,M,B,attack,,gun,Armed,shot,False,False,TX,Houston
2016-03-17,2016,3,March,Thursday,30.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,TX,Houston
2016-03-18,2016,3,March,Friday,49.0,46-55,M,,attack,Not fleeing,gun,Armed,shot,True,False,CA,Byron
2016-03-18,2016,3,March,Friday,60.0,56-65,M,W,other,Not fleeing,gun,Armed,shot,False,False,ID,Idaho Falls
2016-03-19,2016,3,March,Saturday,25.0,18-25,F,B,attack,Not fleeing,toy weapon,Armed,shot,False,False,VA,Norfolk
2016-03-19,2016,3,March,Saturday,24.0,18-25,M,W,undetermined,Car,undetermined,Unarmed/Unknown,shot,False,False,LA,Covington
2016-03-19,2016,3,March,Saturday,21.0,18-25,M,B,attack,Foot,gun,Armed,shot,False,False,IL,Chicago
2016-03-19,2016,3,March,Saturday,23.0,18-25,M,W,attack,Other,gun,Armed,shot,False,False,KY,White Plains
2016-03-20,2016,3,March,Sunday,61.0,56-65,M,W,other,Not fleeing,knife,Armed,shot,True,True,VA,Hopewell
2016-03-20,2016,3,March,Sunday,54.0,46-55,M,W,attack,Other,gun,Armed,shot,False,False,PA,Fort Littleton
2016-03-20,2016,3,March,Sunday,62.0,56-65,M,H,attack,Foot,gun,Armed,shot,False,False,IN,Fort Wayne
2016-03-20,2016,3,March,Sunday,16.0,<18,M,B,other,Not fleeing,toy weapon,Armed,shot,True,False,FL,Gainesville
2016-03-21,2016,3,March,Monday,76.0,66+,M,W,other,Not fleeing,knife,Armed,shot and Tasered,True,True,VT,Burlington
2016-03-21,2016,3,March,Monday,25.0,18-25,M,W,attack,Not fleeing,toy weapon,Armed,shot,True,False,CT,Stamford
2016-03-21,2016,3,March,Monday,28.0,26-35,M,W,attack,Car,gun,Armed,shot,True,False,PA,South Greensburg
2016-03-22,2016,3,March,Tuesday,25.0,18-25,M,H,other,Not fleeing,pick-axe,Armed,shot,True,False,FL,Miami
2016-03-22,2016,3,March,Tuesday,33.0,26-35,M,W,attack,Other,vehicle,Armed,shot,False,True,VA,Fredericksburg
2016-03-23,2016,3,March,Wednesday,51.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,CO,Thornton
2016-03-23,2016,3,March,Wednesday,34.0,26-35,M,H,attack,Foot,gun,Armed,shot,False,True,CA,Fresno
2016-03-23,2016,3,March,Wednesday,30.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,True,False,TN,Raleigh
2016-03-24,2016,3,March,Thursday,44.0,36-45,M,W,other,Foot,knife,Armed,shot,False,False,MA,Braintree
2016-03-24,2016,3,March,Thursday,24.0,18-25,M,B,attack,Foot,toy weapon,Armed,shot,False,False,RI,Pawtucket
2016-03-24,2016,3,March,Thursday,29.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,CA,Redlands
2016-03-24,2016,3,March,Thursday,48.0,46-55,M,H,other,Not fleeing,gun and knife,Armed,shot,False,True,CO,Pueblo
2016-03-24,2016,3,March,Thursday,19.0,18-25,M,H,attack,Not fleeing,gun,Armed,shot,False,True,NM,Pueblo of Laguna
2016-03-24,2016,3,March,Thursday,22.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,MO,Blue Springs
2016-03-26,2016,3,March,Saturday,39.0,36-45,M,H,other,Not fleeing,meat cleaver,Armed,shot,True,False,MA,Lowell
2016-03-26,2016,3,March,Saturday,36.0,36-45,M,W,other,Not fleeing,gun,Armed,shot,True,False,VA,Grundy
2016-03-26,2016,3,March,Saturday,55.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,True,SC,Myrtle Beach
2016-03-26,2016,3,March,Saturday,46.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,True,False,FL,Tampa
2016-03-27,2016,3,March,Sunday,34.0,26-35,M,W,other,Not fleeing,knife,Armed,shot,True,False,MO,Lee's Summit
2016-03-27,2016,3,March,Sunday,27.0,26-35,F,N,other,Not fleeing,scissors,Armed,shot,False,True,AZ,Winslow
2016-03-27,2016,3,March,Sunday,33.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,True,True,NM,Roswell
2016-03-27,2016,3,March,Sunday,18.0,18-25,M,B,other,Not fleeing,gun,Armed,shot,False,False,NC,Kinston
2016-03-27,2016,3,March,Sunday,33.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,True,False,TX,Splendora
2016-03-29,2016,3,March,Tuesday,46.0,46-55,M,W,attack,Not fleeing,flashlight,Armed,shot and Tasered,False,True,CA,Clearlake Park
2016-03-29,2016,3,March,Tuesday,51.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,True,False,SC,Piedmont
2016-03-29,2016,3,March,Tuesday,50.0,46-55,F,W,attack,Not fleeing,gun,Armed,shot,True,False,MN,Aitkin
2016-03-30,2016,3,March,Wednesday,33.0,26-35,M,W,attack,Foot,gun,Armed,shot,False,False,CA,Los Angeles
2016-03-30,2016,3,March,Wednesday,25.0,18-25,M,H,undetermined,Not fleeing,gun,Armed,shot,False,False,AZ,Glendale
2016-03-30,2016,3,March,Wednesday,52.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,GA,Jackson
2016-03-31,2016,3,March,Thursday,31.0,26-35,M,B,attack,Foot,gun,Armed,shot,False,True,NV,Las Vegas
2016-03-31,2016,3,March,Thursday,18.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,MD,Baltimore
2016-03-31,2016,3,March,Thursday,43.0,36-45,M,B,attack,Not fleeing,gun,Armed,shot,False,False,MD,Baltimore
2016-03-31,2016,3,March,Thursday,34.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,VA,Richmond
2016-04-01,2016,4,April,Friday,65.0,56-65,M,H,undetermined,Not fleeing,shovel,Armed,shot,True,False,TX,Lockhart
2016-04-01,2016,4,April,Friday,37.0,36-45,M,H,attack,Not fleeing,gun,Armed,shot,False,False,TX,Odessa
2016-04-02,2016,4,April,Saturday,30.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,IN,Indianapolis
2016-04-03,2016,4,April,Sunday,48.0,46-55,M,W,undetermined,,undetermined,Unarmed/Unknown,shot,False,False,LA,Raceland
2016-04-03,2016,4,April,Sunday,36.0,36-45,F,W,other,Not fleeing,unknown weapon,Armed,shot,True,True,AL,Macon County
2016-04-03,2016,4,April,Sunday,25.0,18-25,M,W,attack,Foot,gun,Armed,shot,False,False,TX,Austin
2016-04-03,2016,4,April,Sunday,69.0,66+,M,W,attack,Not fleeing,Taser,Armed,shot,False,False,WI,Eau Claire
2016-04-04,2016,4,April,Monday,50.0,46-55,M,H,attack,Not fleeing,knife,Armed,shot,True,False,MN,Minneapolis
2016-04-05,2016,4,April,Tuesday,52.0,46-55,M,W,other,Not fleeing,knife,Armed,shot,True,False,MA,West Springfield
2016-04-05,2016,4,April,Tuesday,44.0,36-45,M,B,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,False,True,IN,Indianapolis
2016-04-06,2016,4,April,Wednesday,60.0,56-65,M,W,other,Not fleeing,ax,Armed,shot,False,False,OH,Oak Hill
2016-04-06,2016,4,April,Wednesday,40.0,36-45,F,B,attack,Not fleeing,ax,Armed,shot,False,True,TN,Gallatin
2016-04-06,2016,4,April,Wednesday,20.0,18-25,M,H,attack,Not fleeing,knife,Armed,shot and Tasered,True,False,CA,Sylmar
2016-04-07,2016,4,April,Thursday,45.0,36-45,M,H,other,Not fleeing,knife,Armed,shot,False,False,CA,San Francisco
2016-04-07,2016,4,April,Thursday,44.0,36-45,M,W,attack,Not fleeing,vehicle,Armed,shot,False,False,NE,Omaha
2016-04-08,2016,4,April,Friday,40.0,36-45,M,B,other,Foot,knife,Armed,shot,True,False,CA,Sacramento
2016-04-08,2016,4,April,Friday,25.0,18-25,F,W,other,Not fleeing,hatchet,Armed,shot,True,False,WI,Lake Hallie
2016-04-08,2016,4,April,Friday,43.0,36-45,M,B,other,Not fleeing,knife,Armed,shot,False,True,MI,Kentwood
2016-04-09,2016,4,April,Saturday,27.0,26-35,M,B,attack,Foot,gun,Armed,shot,False,False,NJ,New Brunswick
2016-04-09,2016,4,April,Saturday,19.0,18-25,M,B,attack,Foot,gun,Armed,shot,False,False,PA,Philadelphia
2016-04-10,2016,4,April,Sunday,39.0,36-45,M,W,other,Car,gun,Armed,shot,False,False,CA,Modesto
2016-04-10,2016,4,April,Sunday,30.0,26-35,M,W,attack,Not fleeing,knife,Armed,shot,True,False,NY,Rotterdam
2016-04-10,2016,4,April,Sunday,28.0,26-35,M,H,attack,Not fleeing,knife,Armed,shot,False,False,CA,Los Angeles
2016-04-11,2016,4,April,Monday,22.0,18-25,M,H,attack,Not fleeing,gun,Armed,shot,False,False,NV,Las Vegas
2016-04-11,2016,4,April,Monday,16.0,<18,M,B,attack,Foot,gun,Armed,shot,False,False,IL,Chicago
2016-04-12,2016,4,April,Tuesday,40.0,36-45,M,W,other,Car,unarmed,Unarmed/Unknown,shot,False,False,CO,Denver
2016-04-12,2016,4,April,Tuesday,38.0,36-45,M,H,attack,Car,gun,Armed,shot,False,False,IL,Benton
2016-04-12,2016,4,April,Tuesday,20.0,18-25,M,W,other,Car,vehicle,Armed,shot,False,True,FL,Noma
2016-04-13,2016,4,April,Wednesday,35.0,26-35,M,B,attack,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,CA,Stockton
2016-04-13,2016,4,April,Wednesday,52.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,TX,Llano
2016-04-13,2016,4,April,Wednesday,26.0,26-35,M,W,attack,Car,gun,Armed,shot,False,False,TN,Sparta
2016-04-14,2016,4,April,Thursday,54.0,46-55,M,W,attack,Not fleeing,unarmed,Unarmed/Unknown,shot and Tasered,True,False,KS,McPherson
2016-04-15,2016,4,April,Friday,38.0,36-45,M,H,other,Not fleeing,baseball bat,Armed,shot,False,False,CA,Lake Elsinore
2016-04-15,2016,4,April,Friday,52.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,True,False,OK,Cache
2016-04-15,2016,4,April,Friday,26.0,26-35,M,W,attack,Foot,undetermined,Unarmed/Unknown,shot,False,True,IN,Muncie
2016-04-16,2016,4,April,Saturday,53.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,IL,Antioch
2016-04-17,2016,4,April,Sunday,35.0,26-35,F,B,other,Car,gun,Armed,shot,False,False,OH,Dayton
2016-04-17,2016,4,April,Sunday,22.0,18-25,M,W,other,Not fleeing,unarmed,Unarmed/Unknown,shot,True,False,TX,El Paso
2016-04-17,2016,4,April,Sunday,31.0,26-35,M,B,attack,Foot,gun,Armed,shot,False,False,NJ,Vineland
2016-04-17,2016,4,April,Sunday,32.0,26-35,M,B,attack,Foot,gun,Armed,shot,False,False,NY,New York
2016-04-17,2016,4,April,Sunday,37.0,36-45,M,B,attack,Car,vehicle,Armed,shot,False,False,NY,Troy
2016-04-18,2016,4,April,Monday,28.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,MD,Greenbelt
2016-04-18,2016,4,April,Monday,18.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,GA,Mableton
2016-04-19,2016,4,April,Tuesday,41.0,36-45,M,A,attack,Not fleeing,gun,Armed,shot,True,False,NC,Charlotte
2016-04-19,2016,4,April,Tuesday,15.0,<18,M,B,attack,Other,gun,Armed,shot,False,False,MO,St. Louis
2016-04-19,2016,4,April,Tuesday,38.0,36-45,M,W,attack,Car,gun,Armed,shot,False,False,AL,Brooksville
2016-04-20,2016,4,April,Wednesday,41.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,FL,Homestead
2016-04-20,2016,4,April,Wednesday,52.0,46-55,M,W,other,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,AR,Perryville
2016-04-21,2016,4,April,Thursday,48.0,46-55,M,H,other,Not fleeing,knife,Armed,shot,False,False,MA,Everett
2016-04-22,2016,4,April,Friday,29.0,26-35,M,W,attack,Not fleeing,knife,Armed,shot,True,False,TX,Austin
2016-04-22,2016,4,April,Friday,51.0,46-55,M,W,attack,Not fleeing,knife,Armed,shot,True,False,NY,Berne
2016-04-23,2016,4,April,Saturday,21.0,18-25,M,B,attack,Car,vehicle,Armed,shot,False,False,FL,Fort Pierce
2016-04-23,2016,4,April,Saturday,24.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,True,False,AZ,Chandler
2016-04-23,2016,4,April,Saturday,18.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,False,WI,Antigo
2016-04-23,2016,4,April,Saturday,30.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,True,False,VA,Norfolk
2016-04-23,2016,4,April,Saturday,33.0,26-35,M,B,other,Car,vehicle,Armed,shot and Tasered,False,True,AR,Fayetteville
2016-04-25,2016,4,April,Monday,60.0,56-65,F,W,attack,Not fleeing,gun,Armed,shot,True,False,NC,East Flat Rock
2016-04-26,2016,4,April,Tuesday,28.0,26-35,M,W,attack,Foot,gun,Armed,shot,False,False,CO,Lakewood
2016-04-26,2016,4,April,Tuesday,26.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,True,True,VA,Chesapeake
2016-04-26,2016,4,April,Tuesday,24.0,18-25,F,W,attack,Car,gun,Armed,shot,True,False,NM,Albuquerque
2016-04-26,2016,4,April,Tuesday,44.0,36-45,M,W,other,Other,gun,Armed,shot,False,False,TX,Kingsbury
2016-04-27,2016,4,April,Wednesday,36.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,UT,Milcreek
2016-04-27,2016,4,April,Wednesday,34.0,26-35,M,A,other,Not fleeing,machete,Armed,shot,False,False,GA,Atlanta
2016-04-27,2016,4,April,Wednesday,21.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,False,CO,Westminster
2016-04-28,2016,4,April,Thursday,37.0,36-45,M,B,attack,Not fleeing,knife,Armed,shot,False,False,FL,Miami
2016-04-28,2016,4,April,Thursday,53.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,True,True,ID,Boise
2016-04-28,2016,4,April,Thursday,45.0,36-45,M,W,other,Not fleeing,knife,Armed,shot and Tasered,True,True,WA,Spokane
2016-04-28,2016,4,April,Thursday,24.0,18-25,M,B,other,Car,vehicle,Armed,shot,False,False,TX,Houston
2016-04-29,2016,4,April,Friday,48.0,46-55,M,W,attack,Car,vehicle,Armed,shot,False,False,MO,Jackson
2016-04-30,2016,4,April,Saturday,42.0,36-45,M,W,other,Not fleeing,knife,Armed,shot,False,False,WI,Wausau
2016-04-30,2016,4,April,Saturday,33.0,26-35,M,W,other,Foot,knife,Armed,shot,False,False,UT,Spanish Fork
2016-04-30,2016,4,April,Saturday,55.0,46-55,M,W,attack,Car,vehicle,Armed,shot,False,False,AZ,Florence
2016-04-30,2016,4,April,Saturday,28.0,26-35,M,A,other,Not fleeing,knife,Armed,shot,False,True,CA,Los Angeles
2016-05-01,2016,5,May,Sunday,25.0,18-25,M,B,attack,Not fleeing,toy weapon,Armed,shot,False,False,FL,Orlando
2016-05-01,2016,5,May,Sunday,28.0,26-35,M,W,other,Not fleeing,gun,Armed,shot,True,False,TN,Alamo
2016-05-02,2016,5,May,Monday,52.0,46-55,M,B,attack,Not fleeing,gun,Armed,shot,False,False,SC,Greenville
2016-05-03,2016,5,May,Tuesday,59.0,56-65,M,W,other,Not fleeing,knife,Armed,shot,False,False,CA,Visalia
2016-05-04,2016,5,May,Wednesday,52.0,46-55,M,W,other,Not fleeing,vehicle,Armed,shot,False,False,PA,Philadelphia
2016-05-04,2016,5,May,Wednesday,39.0,36-45,M,W,attack,Car,gun,Armed,shot,False,False,WA,Burien
2016-05-04,2016,5,May,Wednesday,18.0,18-25,M,,other,Not fleeing,knife,Armed,shot,False,False,CA,Temecula
2016-05-04,2016,5,May,Wednesday,40.0,36-45,M,W,attack,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,MO,Buffalo
2016-05-05,2016,5,May,Thursday,36.0,36-45,M,W,attack,Car,vehicle,Armed,shot,False,False,LA,Gretna
2016-05-05,2016,5,May,Thursday,38.0,36-45,M,B,attack,Foot,gun,Armed,shot,False,True,WI,Milwaukee
2016-05-05,2016,5,May,Thursday,26.0,26-35,F,B,attack,Not fleeing,gun,Armed,shot,False,False,FL,Orlando
2016-05-06,2016,5,May,Friday,,,M,B,other,Not fleeing,gun,Armed,shot,True,False,WV,Weirton
2016-05-07,2016,5,May,Saturday,29.0,26-35,M,W,other,Not fleeing,gun,Armed,shot,True,False,WA,Lake Stevens
2016-05-07,2016,5,May,Saturday,37.0,36-45,M,B,attack,Other,gun,Armed,shot,False,False,FL,St. Petersburg
2016-05-07,2016,5,May,Saturday,29.0,26-35,M,O,other,Not fleeing,knife,Armed,shot and Tasered,False,False,ME,Presque Isle
2016-05-08,2016,5,May,Sunday,21.0,18-25,M,B,other,Not fleeing,toy weapon,Armed,shot,False,False,CA,Long Beach
2016-05-09,2016,5,May,Monday,33.0,26-35,M,B,other,Not fleeing,toy weapon,Armed,shot,False,False,TX,El Paso
2016-05-09,2016,5,May,Monday,33.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,MN,St. Paul
2016-05-09,2016,5,May,Monday,23.0,18-25,M,W,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,MS,St. Martin
2016-05-09,2016,5,May,Monday,26.0,26-35,M,W,other,Foot,gun,Armed,shot,False,False,IL,Chicago
2016-05-09,2016,5,May,Monday,59.0,56-65,M,,attack,Not fleeing,gun,Armed,shot,False,False,FL,Hog Valley
2016-05-09,2016,5,May,Monday,29.0,26-35,M,W,attack,Other,gun,Armed,shot,True,False,TX,Nacogdoches
2016-05-10,2016,5,May,Tuesday,28.0,26-35,M,B,attack,Not fleeing,knife,Armed,shot,True,False,MA,Taunton
2016-05-11,2016,5,May,Wednesday,35.0,26-35,M,W,attack,Car,gun,Armed,shot,False,False,CO,Aurora
2016-05-11,2016,5,May,Wednesday,33.0,26-35,M,A,other,Car,vehicle,Armed,shot,False,True,CA,San Diego
2016-05-11,2016,5,May,Wednesday,24.0,18-25,M,B,attack,Car,gun,Armed,shot,False,False,CO,Greeley
2016-05-11,2016,5,May,Wednesday,,,M,W,attack,Car,gun,Armed,shot,True,False,OK,Byng
2016-05-13,2016,5,May,Friday,28.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,False,True,CA,Boyle Heights
2016-05-14,2016,5,May,Saturday,19.0,18-25,M,W,other,Not fleeing,knife,Armed,shot,True,False,FL,Jacksonsville
2016-05-14,2016,5,May,Saturday,43.0,36-45,M,N,attack,Not fleeing,gun,Armed,shot,False,True,AZ,Phoenix
2016-05-14,2016,5,May,Saturday,59.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,False,False,FL,Osteen
2016-05-14,2016,5,May,Saturday,34.0,26-35,M,W,other,Not fleeing,gun,Armed,shot and Tasered,True,False,GA,Stockbridge
2016-05-15,2016,5,May,Sunday,35.0,26-35,M,W,attack,Foot,gun,Armed,shot,False,False,IL,Shawnee National Forest
2016-05-16,2016,5,May,Monday,23.0,18-25,M,B,attack,Foot,gun,Armed,shot,False,False,GA,Riverdale
2016-05-17,2016,5,May,Tuesday,36.0,36-45,M,W,other,Not fleeing,ax,Armed,shot,True,False,CA,Siskiyou County
2016-05-18,2016,5,May,Wednesday,46.0,46-55,M,W,other,Not fleeing,knife,Armed,shot,True,False,NY,New York
2016-05-18,2016,5,May,Wednesday,44.0,36-45,M,W,attack,Other,gun,Armed,shot,False,False,MO,Sullivan
