date,year,month,age,age_group,gender,race,threat_level,flee,armed,armed_status,manner_of_death,signs_of_mental_illness,body_camera,state,city
2016-03-27,2016,3,34.0,26-35,M,W,other,Not fleeing,knife,Armed,shot,True,False,MO,Lee's Summit
2016-03-27,2016,3,27.0,26-35,F,N,other,Not fleeing,scissors,Armed,shot,False,True,AZ,Winslow
2016-03-27,2016,3,33.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,True,True,NM,Roswell
2016-03-27,2016,3,18.0,18-25,M,B,other,Not fleeing,gun,Armed,shot,False,False,NC,Kinston
2016-03-27,2016,3,33.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,True,False,TX,Splendora
2016-03-29,2016,3,46.0,46-55,M,W,attack,Not fleeing,flashlight,Armed,shot and Tasered,False,True,CA,Clearlake Park
2016-03-29,2016,3,51.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,True,False,SC,Piedmont
2016-03-29,2016,3,50.0,46-55,F,W,attack,Not fleeing,gun,Armed,shot,True,False,MN,Aitkin
2016-03-30,2016,3,33.0,26-35,M,W,attack,Foot,gun,Armed,shot,False,False,CA,Los Angeles
2016-03-30,2016,3,25.0,18-25,M,H,undetermined,Not fleeing,gun,Armed,shot,False,False,AZ,Glendale
2016-03-30,2016,3,52.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,GA,Jackson
2016-03-31,2016,3,31.0,26-35,M,B,attack,Foot,gun,Armed,shot,False,True,NV,Las Vegas
2016-03-31,2016,3,18.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,MD,Baltimore
2016-03-31,2016,3,43.0,36-45,M,B,attack,Not fleeing,gun,Armed,shot,False,False,MD,Baltimore
2016-03-31,2016,3,34.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,VA,Richmond
2016-04-01,2016,4,65.0,56-65,M,H,undetermined,Not fleeing,shovel,Armed,shot,True,False,TX,Lockhart
2016-04-01,2016,4,37.0,36-45,M,H,attack,Not fleeing,gun,Armed,shot,False,False,TX,Odessa
2016-04-02,2016,4,30.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,IN,Indianapolis
2016-04-03,2016,4,48.0,46-55,M,W,undetermined,,undetermined,Unarmed/Unknown,shot,False,False,LA,Raceland
2016-04-03,2016,4,36.0,36-45,F,W,other,Not fleeing,unknown weapon,Armed,shot,True,True,AL,Macon County
2016-04-03,2016,4,25.0,18-25,M,W,attack,Foot,gun,Armed,shot,False,False,TX,Austin
2016-04-03,2016,4,69.0,66+,M,W,attack,Not fleeing,Taser,Armed,shot,False,False,WI,Eau Claire
2016-04-04,2016,4,50.0,46-55,M,H,attack,Not fleeing,knife,Armed,shot,True,False,MN,Minneapolis
2016-04-05,2016,4,52.0,46-55,M,W,other,Not fleeing,knife,Armed,shot,True,False,MA,West Springfield
2016-04-05,2016,4,44.0,36-45,M,B,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,False,True,IN,Indianapolis
2016-04-06,2016,4,60.0,56-65,M,W,other,Not fleeing,ax,Armed,shot,False,False,OH,Oak Hill
2016-04-06,2016,4,40.0,36-45,F,B,attack,Not fleeing,ax,Armed,shot,False,True,TN,Gallatin
2016-04-06,2016,4,20.0,18-25,M,H,attack,Not fleeing,knife,Armed,shot and Tasered,True,False,CA,Sylmar
2016-04-07,2016,4,45.0,36-45,M,H,other,Not fleeing,knife,Armed,shot,False,False,CA,San Francisco
2016-04-07,2016,4,44.0,36-45,M,W,attack,Not fleeing,vehicle,Armed,shot,False,False,NE,Omaha
2016-04-08,2016,4,40.0,36-45,M,B,other,Foot,knife,Armed,shot,True,False,CA,Sacramento
2016-04-08,2016,4,25.0,18-25,F,W,other,Not fleeing,hatchet,Armed,shot,True,False,WI,Lake Hallie
2016-04-08,2016,4,43.0,36-45,M,B,other,Not fleeing,knife,Armed,shot,False,True,MI,Kentwood
2016-04-09,2016,4,27.0,26-35,M,B,attack,Foot,gun,Armed,shot,False,False,NJ,New Brunswick
2016-04-09,2016,4,19.0,18-25,M,B,attack,Foot,gun,Armed,shot,False,False,PA,Philadelphia
2016-04-10,2016,4,39.0,36-45,M,W,other,Car,gun,Armed,shot,False,False,CA,Modesto
2016-04-10,2016,4,30.0,26-35,M,W,attack,Not fleeing,knife,Armed,shot,True,False,NY,Rotterdam
2016-04-10,2016,4,28.0,26-35,M,H,attack,Not fleeing,knife,Armed,shot,False,False,CA,Los Angeles
2016-04-11,2016,4,22.0,18-25,M,H,attack,Not fleeing,gun,Armed,shot,False,False,NV,Las Vegas
2016-04-11,2016,4,16.0,<18,M,B,attack,Foot,gun,Armed,shot,False,False,IL,Chicago
2016-04-12,2016,4,40.0,36-45,M,W,other,Car,unarmed,Unarmed/Unknown,shot,False,False,CO,Denver
2016-04-12,2016,4,38.0,36-45,M,H,attack,Car,gun,Armed,shot,False,False,IL,Benton
2016-04-12,2016,4,20.0,18-25,M,W,other,Car,vehicle,Armed,shot,False,True,FL,Noma
2016-04-13,2016,4,35.0,26-35,M,B,attack,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,CA,Stockton
2016-04-13,2016,4,52.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,TX,Llano
2016-04-13,2016,4,26.0,26-35,M,W,attack,Car,gun,Armed,shot,False,False,TN,Sparta
2016-04-14,2016,4,54.0,46-55,M,W,attack,Not fleeing,unarmed,Unarmed/Unknown,shot and Tasered,True,False,KS,McPherson
2016-04-15,2016,4,38.0,36-45,M,H,other,Not fleeing,baseball bat,Armed,shot,False,False,CA,Lake Elsinore
2016-04-15,2016,4,52.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,True,False,OK,Cache
2016-04-15,2016,4,26.0,26-35,M,W,attack,Foot,undetermined,Unarmed/Unknown,shot,False,True,IN,Muncie
2016-04-16,2016,4,53.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,IL,Antioch
2016-04-17,2016,4,35.0,26-35,F,B,other,Car,gun,Armed,shot,False,False,OH,Dayton
2016-04-17,2016,4,22.0,18-25,M,W,other,Not fleeing,unarmed,Unarmed/Unknown,shot,True,False,TX,El Paso
2016-04-17,2016,4,31.0,26-35,M,B,attack,Foot,gun,Armed,shot,False,False,NJ,Vineland
2016-04-17,2016,4,32.0,26-35,M,B,attack,Foot,gun,Armed,shot,False,False,NY,New York
2016-04-17,2016,4,37.0,36-45,M,B,attack,Car,vehicle,Armed,shot,False,False,NY,Troy
2016-04-18,2016,4,28.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,MD,Greenbelt
2016-04-18,2016,4,18.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,GA,Mableton
2016-04-19,2016,4,41.0,36-45,M,A,attack,Not fleeing,gun,Armed,shot,True,False,NC,Charlotte
2016-04-19,2016,4,15.0,<18,M,B,attack,Other,gun,Armed,shot,False,False,MO,St. Louis
2016-04-19,2016,4,38.0,36-45,M,W,attack,Car,gun,Armed,shot,False,False,AL,Brooksville
2016-04-20,2016,4,41.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,FL,Homestead
2016-04-20,2016,4,52.0,46-55,M,W,other,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,AR,Perryville
2016-04-21,2016,4,48.0,46-55,M,H,other,Not fleeing,knife,Armed,shot,False,False,MA,Everett
2016-04-22,2016,4,29.0,26-35,M,W,attack,Not fleeing,knife,Armed,shot,True,False,TX,Austin
2016-04-22,2016,4,51.0,46-55,M,W,attack,Not fleeing,knife,Armed,shot,True,False,NY,Berne
2016-04-23,2016,4,21.0,18-25,M,B,attack,Car,vehicle,Armed,shot,False,False,FL,Fort Pierce
2016-04-23,2016,4,24.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,True,False,AZ,Chandler
2016-04-23,2016,4,18.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,False,WI,Antigo
2016-04-23,2016,4,30.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,True,False,VA,Norfolk
2016-04-23,2016,4,33.0,26-35,M,B,other,Car,vehicle,Armed,shot and Tasered,False,True,AR,Fayetteville
2016-04-25,2016,4,60.0,56-65,F,W,attack,Not fleeing,gun,Armed,shot,True,False,NC,East Flat Rock
2016-04-26,2016,4,28.0,26-35,M,W,attack,Foot,gun,Armed,shot,False,False,CO,Lakewood
2016-04-26,2016,4,26.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,True,True,VA,Chesapeake
2016-04-26,2016,4,24.0,18-25,F,W,attack,Car,gun,Armed,shot,True,False,NM,Albuquerque
2016-04-26,2016,4,44.0,36-45,M,W,other,Other,gun,Armed,shot,False,False,TX,Kingsbury
2016-04-27,2016,4,36.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,UT,Milcreek
2016-04-27,2016,4,34.0,26-35,M,A,other,Not fleeing,machete,Armed,shot,False,False,GA,Atlanta
2016-04-27,2016,4,21.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,False,CO,Westminster
2016-04-28,2016,4,37.0,36-45,M,B,attack,Not fleeing,knife,Armed,shot,False,False,FL,Miami
2016-04-28,2016,4,53.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,True,True,ID,Boise
2016-04-28,2016,4,45.0,36-45,M,W,other,Not fleeing,knife,Armed,shot and Tasered,True,True,WA,Spokane
2016-04-28,2016,4,24.0,18-25,M,B,other,Car,vehicle,Armed,shot,False,False,TX,Houston
2016-04-29,2016,4,48.0,46-55,M,W,attack,Car,vehicle,Armed,shot,False,False,MO,Jackson
2016-04-30,2016,4,42.0,36-45,M,W,other,Not fleeing,knife,Armed,shot,False,False,WI,Wausau
2016-04-30,2016,4,33.0,26-35,M,W,other,Foot,knife,Armed,shot,False,False,UT,Spanish Fork
2016-04-30,2016,4,55.0,46-55,M,W,attack,Car,vehicle,Armed,shot,False,False,AZ,Florence
2016-04-30,2016,4,28.0,26-35,M,A,other,Not fleeing,knife,Armed,shot,False,True,CA,Los Angeles
2016-05-01,2016,5,25.0,18-25,M,B,attack,Not fleeing,toy weapon,Armed,shot,False,False,FL,Orlando
2016-05-01,2016,5,28.0,26-35,M,W,other,Not fleeing,gun,Armed,shot,True,False,TN,Alamo
2016-05-02,2016,5,52.0,46-55,M,B,attack,Not fleeing,gun,Armed,shot,False,False,SC,Greenville
2016-05-03,2016,5,59.0,56-65,M,W,other,Not fleeing,knife,Armed,shot,False,False,CA,Visalia
2016-05-04,2016,5,52.0,46-55,M,W,other,Not fleeing,vehicle,Armed,shot,False,False,PA,Philadelphia
2016-05-04,2016,5,39.0,36-45,M,W,attack,Car,gun,Armed,shot,False,False,WA,Burien
2016-05-04,2016,5,18.0,18-25,M,,other,Not fleeing,knife,Armed,shot,False,False,CA,Temecula
2016-05-04,2016,5,40.0,36-45,M,W,attack,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,MO,Buffalo
2016-05-05,2016,5,36.0,36-45,M,W,attack,Car,vehicle,Armed,shot,False,False,LA,Gretna
2016-05-05,2016,5,38.0,36-45,M,B,attack,Foot,gun,Armed,shot,False,True,WI,Milwaukee
2016-05-05,2016,5,26.0,26-35,F,B,attack,Not fleeing,gun,Armed,shot,False,False,FL,Orlando
2016-05-06,2016,5,,,M,B,other,Not fleeing,gun,Armed,shot,True,False,WV,Weirton
2016-05-07,2016,5,29.0,26-35,M,W,other,Not fleeing,gun,Armed,shot,True,False,WA,Lake Stevens
2016-05-07,2016,5,37.0,36-45,M,B,attack,Other,gun,Armed,shot,False,False,FL,St. Petersburg
2016-05-07,2016,5,29.0,26-35,M,O,other,Not fleeing,knife,Armed,shot and Tasered,False,False,ME,Presque Isle
2016-05-08,2016,5,21.0,18-25,M,B,other,Not fleeing,toy weapon,Armed,shot,False,False,CA,Long Beach
2016-05-09,2016,5,33.0,26-35,M,B,other,Not fleeing,toy weapon,Armed,shot,False,False,TX,El Paso
2016-05-09,2016,5,33.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,MN,St. Paul
2016-05-09,2016,5,23.0,18-25,M,W,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,MS,St. Martin
2016-05-09,2016,5,26.0,26-35,M,W,other,Foot,gun,Armed,shot,False,False,IL,Chicago
2016-05-09,2016,5,59.0,56-65,M,,attack,Not fleeing,gun,Armed,shot,False,False,FL,Hog Valley
2016-05-09,2016,5,29.0,26-35,M,W,attack,Other,gun,Armed,shot,True,False,TX,Nacogdoches
2016-05-10,2016,5,28.0,26-35,M,B,attack,Not fleeing,knife,Armed,shot,True,False,MA,Taunton
2016-05-11,2016,5,35.0,26-35,M,W,attack,Car,gun,Armed,shot,False,False,CO,Aurora
2016-05-11,2016,5,33.0,26-35,M,A,other,Car,vehicle,Armed,shot,False,True,CA,San Diego
2016-05-11,2016,5,24.0,18-25,M,B,attack,Car,gun,Armed,shot,False,False,CO,Greeley
2016-05-11,2016,5,,,M,W,attack,Car,gun,Armed,shot,True,False,OK,Byng
2016-05-13,2016,5,28.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,False,True,CA,Boyle Heights
2016-05-14,2016,5,19.0,18-25,M,W,other,Not fleeing,knife,Armed,shot,True,False,FL,Jacksonsville
2016-05-14,2016,5,43.0,36-45,M,N,attack,Not fleeing,gun,Armed,shot,False,True,AZ,Phoenix
2016-05-14,2016,5,59.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,False,False,FL,Osteen
2016-05-14,2016,5,34.0,26-35,M,W,other,Not fleeing,gun,Armed,shot and Tasered,True,False,GA,Stockbridge
2016-05-15,2016,5,35.0,26-35,M,W,attack,Foot,gun,Armed,shot,False,False,IL,Shawnee National Forest
2016-05-16,2016,5,23.0,18-25,M,B,attack,Foot,gun,Armed,shot,False,False,GA,Riverdale
2016-05-17,2016,5,36.0,36-45,M,W,other,Not fleeing,ax,Armed,shot,True,False,CA,Siskiyou County
2016-05-18,2016,5,46.0,46-55,M,W,other,Not fleeing,knife,Armed,shot,True,False,NY,New York
2016-05-18,2016,5,44.0,36-45,M,W,attack,Other,gun,Armed,shot,False,False,MO,Sullivan
2016-05-18,2016,5,20.0,18-25,M,H,attack,Not fleeing,gun,Armed,shot,False,False,AZ,Phoenix
2016-05-19,2016,5,30.0,26-35,M,H,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,NV,Las Vegas
2016-05-19,2016,5,29.0,26-35,F,B,undetermined,Car,unarmed,Unarmed/Unknown,shot,False,False,CA,San Francisco
2016-05-19,2016,5,35.0,26-35,M,H,other,Not fleeing,knife,Armed,shot,False,True,CA,Citrus Heights
2016-05-19,2016,5,36.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,KY,Fisty
2016-05-19,2016,5,22.0,18-25,M,B,other,Not fleeing,gun,Armed,shot,False,False,FL,Miami
2016-05-20,2016,5,31.0,26-35,M,B,other,Foot,knife,Armed,shot,False,True,NE,Omaha
2016-05-21,2016,5,63.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,False,False,SC,Chesterfield County
2016-05-21,2016,5,38.0,36-45,M,W,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,True,False,OR,Oregon City
2016-05-21,2016,5,31.0,26-35,M,N,attack,Not fleeing,gun,Armed,shot,True,True,AZ,Flagstaff
2016-05-22,2016,5,27.0,26-35,M,B,other,Car,unarmed,Unarmed/Unknown,shot,False,True,FL,Hallandale Beach
2016-05-22,2016,5,35.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,False,False,MA,Oxford
2016-05-22,2016,5,22.0,18-25,M,B,other,Car,unarmed,Unarmed/Unknown,shot,False,False,FL,Jacksonville
2016-05-22,2016,5,28.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,True,False,CO,Boulder
2016-05-23,2016,5,26.0,26-35,M,N,attack,Foot,gun,Armed,shot,False,True,AZ,Flagstaff
2016-05-24,2016,5,22.0,18-25,M,W,other,Not fleeing,knife,Armed,shot,False,False,OR,Gresham
2016-05-24,2016,5,57.0,56-65,M,,other,Car,Taser,Armed,shot,False,False,MO,Harrisonville
2016-05-24,2016,5,31.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,False,False,NM,Albuquerque
2016-05-25,2016,5,43.0,36-45,M,W,other,Not fleeing,knife,Armed,shot,True,False,OK,Oklahoma City
2016-05-25,2016,5,24.0,18-25,M,B,other,Car,vehicle,Armed,shot,False,False,FL,Miami Gardens
2016-05-26,2016,5,29.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,MN,St. Paul
2016-05-26,2016,5,43.0,36-45,M,W,attack,Foot,gun,Armed,shot,False,False,IL,Lansing
2016-05-26,2016,5,,,M,,other,Not fleeing,gun,Armed,shot,False,False,TX,San Antonio
2016-05-26,2016,5,21.0,18-25,M,B,undetermined,Foot,undetermined,Unarmed/Unknown,shot,False,False,IL,Washington Park
2016-05-26,2016,5,19.0,18-25,M,H,attack,Car,gun,Armed,shot,False,False,CA,Solvang
2016-05-26,2016,5,,,F,,other,Not fleeing,knife,Armed,shot,False,False,FL,Sneads
2016-05-26,2016,5,25.0,18-25,M,H,attack,Car,gun,Armed,shot,False,False,NM,Socorro
2016-05-27,2016,5,59.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,False,False,IN,Indianapolis
2016-05-28,2016,5,50.0,46-55,M,B,attack,Not fleeing,gun,Armed,shot,False,False,AL,Eastaboga
2016-05-28,2016,5,58.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,False,True,NM,Albuquerque
2016-05-29,2016,5,25.0,18-25,M,H,attack,Not fleeing,gun,Armed,shot,True,False,TX,Houston
2016-05-29,2016,5,32.0,26-35,M,W,other,Not fleeing,knife,Armed,shot,False,False,FL,Deland
2016-05-29,2016,5,53.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,True,NC,Clinton
2016-05-29,2016,5,38.0,36-45,M,W,other,Car,unarmed,Unarmed/Unknown,shot and Tasered,False,False,NC,Stoneville
2016-05-30,2016,5,70.0,66+,M,W,attack,Not fleeing,gun,Armed,shot,False,False,OR,Tualatin
2016-05-30,2016,5,33.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,AZ,Tucson
2016-05-31,2016,5,36.0,36-45,M,W,other,Not fleeing,knife,Armed,shot,False,False,OR,Bend
2016-06-01,2016,6,,,M,,attack,Not fleeing,gun,Armed,shot,False,False,AZ,Phoenix
2016-06-01,2016,6,21.0,18-25,M,B,attack,Foot,gun,Armed,shot,False,True,GA,Newnan
2016-06-01,2016,6,51.0,46-55,M,W,attack,Foot,gun,Armed,shot,False,False,KY,Berea
2016-06-02,2016,6,43.0,36-45,M,B,other,Not fleeing,knife,Armed,shot,True,True,VA,Norfolk
2016-06-02,2016,6,18.0,18-25,M,B,other,Not fleeing,gun,Armed,shot,False,True,NC,Charlotte
2016-06-03,2016,6,33.0,26-35,M,W,other,Not fleeing,knife,Armed,shot,False,False,AK,Wasilla
2016-06-03,2016,6,34.0,26-35,M,N,other,Not fleeing,knife,Armed,shot,False,False,AZ,Parker
2016-06-04,2016,6,31.0,26-35,M,,attack,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,CA,Yreka
2016-06-04,2016,6,35.0,26-35,M,B,attack,Other,gun,Armed,shot,False,True,AL,Eufaula
2016-06-04,2016,6,31.0,26-35,M,W,other,Not fleeing,knife,Armed,shot,True,True,IN,Muncie
2016-06-05,2016,6,31.0,26-35,M,W,other,Car,gun,Armed,shot,False,False,FL,Cape Coral
2016-06-06,2016,6,23.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,OH,Columbus
2016-06-06,2016,6,25.0,18-25,M,O,other,Not fleeing,knife,Armed,shot,False,False,HI,Hilo
2016-06-07,2016,6,25.0,18-25,M,W,other,Car,unarmed,Unarmed/Unknown,shot,False,True,OK,Wagoner
2016-06-07,2016,6,21.0,18-25,M,H,other,Not fleeing,vehicle,Armed,shot,False,False,CA,Turlock
2016-06-07,2016,6,49.0,46-55,M,B,other,Not fleeing,gun,Armed,shot,False,False,VA,Norman
2016-06-07,2016,6,63.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,False,False,GA,Stockbridge
2016-06-08,2016,6,43.0,36-45,M,H,attack,Not fleeing,gun,Armed,shot,False,False,MO,Kansas City
2016-06-09,2016,6,34.0,26-35,M,W,attack,Car,gun,Armed,shot,False,False,AL,Birmingham
2016-06-09,2016,6,38.0,36-45,M,W,attack,,gun,Armed,shot,False,False,PA,York
2016-06-09,2016,6,52.0,46-55,M,B,other,Foot,gun,Armed,shot,False,False,TX,Port Arthur
2016-06-09,2016,6,68.0,66+,M,W,attack,Not fleeing,gun,Armed,shot,True,True,MI,Ishpeming Township
2016-06-09,2016,6,,,M,,attack,Not fleeing,baton,Armed,shot,False,False,AZ,Somerton
2016-06-10,2016,6,31.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,CA,Los Angeles
2016-06-10,2016,6,29.0,26-35,M,W,other,Not fleeing,baseball bat,Armed,shot,False,False,NC,Iredell County
2016-06-10,2016,6,32.0,26-35,M,H,attack,Foot,gun,Armed,shot,False,False,CO,Pueblo
2016-06-10,2016,6,50.0,46-55,M,H,attack,Not fleeing,gun,Armed,shot,False,True,WA,Yakima
2016-06-11,2016,6,27.0,26-35,M,B,attack,Car,gun,Armed,shot,False,False,MS,Tupelo
2016-06-11,2016,6,31.0,26-35,M,H,other,Not fleeing,spear,Armed,shot,False,False,CA,Maywood
2016-06-12,2016,6,29.0,26-35,M,O,attack,Not fleeing,gun,Armed,shot,True,True,FL,Orlando
2016-06-12,2016,6,23.0,18-25,M,W,other,Not fleeing,knife,Armed,shot,True,False,UT,Eagle Mountain
2016-06-12,2016,6,61.0,56-65,M,B,attack,Car,gun,Armed,shot,False,False,KY,Hiseville
2016-06-13,2016,6,33.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,NY,Schenectady
2016-06-13,2016,6,18.0,18-25,M,B,other,Not fleeing,gun,Armed,shot,False,False,AL,Mobile
2016-06-13,2016,6,80.0,66+,M,H,attack,Car,gun,Armed,shot,False,False,RI,Tiverton
2016-06-13,2016,6,43.0,36-45,M,W,undetermined,Car,undetermined,Unarmed/Unknown,shot,False,False,WA,Vancouver
2016-06-14,2016,6,50.0,46-55,M,H,other,Car,vehicle,Armed,shot,False,True,ID,Boise
2016-06-14,2016,6,47.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,MO,Odessa
2016-06-14,2016,6,54.0,46-55,M,O,attack,Not fleeing,gun,Armed,shot,False,False,TX,Amarillo
2016-06-14,2016,6,22.0,18-25,M,H,attack,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,CA,Chula Vista
2016-06-15,2016,6,43.0,36-45,M,W,attack,Car,vehicle,Armed,shot,False,False,OK,Tulsa
2016-06-15,2016,6,38.0,36-45,M,W,attack,Car,gun,Armed,shot,True,False,WI,Pembine
2016-06-16,2016,6,21.0,18-25,M,H,attack,Car,gun,Armed,shot,False,False,NM,Albuquerque
2016-06-16,2016,6,36.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,True,MT,Butte
2016-06-16,2016,6,30.0,26-35,M,H,attack,Car,vehicle,Armed,shot,False,False,CO,Westminster
2016-06-16,2016,6,,,M,,other,Not fleeing,gun,Armed,shot,True,False,OH,Montpelier
2016-06-18,2016,6,34.0,26-35,M,W,attack,Not fleeing,toy weapon,Armed,shot,False,True,AL,Huntsville
2016-06-18,2016,6,17.0,<18,M,W,other,Car,vehicle,Armed,shot,False,False,CA,Carmichael
2016-06-18,2016,6,37.0,36-45,M,B,attack,Foot,unarmed,Unarmed/Unknown,shot,False,False,MS,Tupelo
2016-06-19,2016,6,25.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,NY,New York
2016-06-19,2016,6,30.0,26-35,M,,other,Not fleeing,gun,Armed,shot,False,False,FL,Fort Walton Beach
2016-06-20,2016,6,23.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,SC,Hardeeville
2016-06-20,2016,6,20.0,18-25,M,W,other,Not fleeing,knife,Armed,shot and Tasered,False,True,AZ,Lake Havasu City
2016-06-21,2016,6,19.0,18-25,M,W,attack,Car,toy weapon,Armed,shot,True,False,NH,Peterborough
2016-06-21,2016,6,50.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,True,False,WY,Casper
2016-06-21,2016,6,24.0,18-25,M,H,attack,Not fleeing,undetermined,Unarmed/Unknown,shot,True,False,NC,Lawndale
2016-06-22,2016,6,25.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,False,CO,Colorado Springs
2016-06-22,2016,6,20.0,18-25,M,B,attack,Car,vehicle,Armed,shot,False,False,AL,Birmingham
2016-06-22,2016,6,37.0,36-45,M,W,other,Not fleeing,knife,Armed,shot,False,False,FL,Wellington
2016-06-22,2016,6,44.0,36-45,M,B,attack,Foot,gun,Armed,shot,False,False,MS,Walls
2016-06-22,2016,6,22.0,18-25,M,B,undetermined,Other,unarmed,Unarmed/Unknown,shot,False,False,GA,Atlanta
2016-06-22,2016,6,31.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,True,TX,Bellville
2016-06-23,2016,6,25.0,18-25,M,B,other,Not fleeing,gun,Armed,shot,False,True,WI,Wauwatosa
2016-06-23,2016,6,,,M,B,attack,Foot,gun,Armed,shot,False,False,IL,Belleville
2016-06-23,2016,6,29.0,26-35,M,,undetermined,Not fleeing,gun,Armed,shot,False,False,NM,Hanover
2016-06-24,2016,6,36.0,36-45,M,B,attack,Not fleeing,gun,Armed,shot,False,False,NJ,Paterson
2016-06-24,2016,6,50.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,AR,Farmington
2016-06-24,2016,6,42.0,36-45,F,W,attack,Not fleeing,gun,Armed,shot,True,False,TX,Fulshear
2016-06-24,2016,6,42.0,36-45,M,H,other,Other,gun,Armed,shot,True,False,OK,Oklahoma City
2016-06-24,2016,6,26.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,False,False,FL,Riverview
2016-06-25,2016,6,19.0,18-25,M,W,other,Car,unarmed,Unarmed/Unknown,shot,True,True,CA,Fresno
2016-06-25,2016,6,59.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,False,False,FL,Pinellas Park
2016-06-25,2016,6,36.0,36-45,M,H,attack,Other,unarmed,Unarmed/Unknown,shot and Tasered,False,False,GA,Gainesville
2016-06-25,2016,6,,,M,,attack,Not fleeing,gun,Armed,shot,False,False,AZ,Buckeye
2016-06-26,2016,6,51.0,46-55,M,W,attack,Not fleeing,baseball bat,Armed,shot,True,False,MI,Columbia Township
2016-06-26,2016,6,27.0,26-35,M,H,other,Not fleeing,knife,Armed,shot,False,False,CT,Thomaston
2016-06-26,2016,6,22.0,18-25,M,B,attack,Foot,gun,Armed,shot,False,False,NE,Lincoln
2016-06-26,2016,6,30.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,IL,Dolton
2016-06-27,2016,6,28.0,26-35,M,W,attack,Not fleeing,toy weapon,Armed,shot,True,False,IA,Boone
2016-06-27,2016,6,63.0,56-65,M,B,attack,Not fleeing,toy weapon,Armed,shot,True,True,DC,Washington
2016-06-27,2016,6,32.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,GA,Cochran
2016-06-27,2016,6,26.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,NM,Laguna Pueblo
2016-06-27,2016,6,25.0,18-25,M,W,other,Car,toy weapon,Armed,shot,False,False,DE,Frederica
2016-06-28,2016,6,27.0,26-35,M,A,other,Foot,knife,Armed,shot,False,False,CA,Long Beach
